objectid,title,description,creator,location,latitude,longitude,date,dateCreated:end,type,format,subject,language,filename,rights,identifier
01_03_186,Moscow Commission Company,"Moscow Commission Company, 709 South Main, showing horses and wagons loaded with grain in front of the wooden building.  In 1896 Oscar McCartor established a chop mill for processing feed for animals on this site with a capacity of 15 tons a day.  He also traded in hay, grain, feed, and coal and was agent for Rawson's lumber mill, east of Moscow.  His company was in business here until after 1930 (from ""A Great Good Country,"" page 38).",Photographer Unidentified,"Moscow, Idaho",46.728825,-117.001958,1920,1930,Image;StillImage,image/jpeg,Moscow Commission Co.; Horses and wagons; Grain; Wooden building; Unpaved streets; Moscow,eng,01-03-186.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_186
01_03_187,"Skattaboe building, Empire Hardware Company","Skattaboe Building, Empire Hardware Company at corner of Main and 4th Streets on the 4th of July, 1912.  Two men are standing in a side entrance and there are small flags in one of two display windows.  Open windows with curtains blowing can be seen on second floor, as well as a window with a sign _____ Parlors.",Photographer Unidentified,"Moscow, Idaho",46.731544,-117.001645,1912,,Image;StillImage,image/jpeg,Empire Hardware ; Skattaboe Block; 4th of July; Moscow; Idaho;,eng,01-03-187.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_187
01_03_190,Print shop interior,"Interior of a print shop, photo from postcard postmarked Moscow, Idaho.  Back of card reads: ""Hello Russell, This is where I exist.  They all look alike, don't they?  Just a printing office.  Regards to the force. As ever, A.A.  Abe (?)",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1907,,Image;StillImage,image/jpeg,Print shop; Round oak stove; Newsprint rolls; ; ;,eng,01-03-190.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_190
01_03_191,The Idaho National Harvester Works,"Color postcard of The Idaho National Harvester Works, Moscow, Idaho, showing three buildings of concrete and glass, and one small wooden (?) building.  See book A Great Good Country, p. 9 for more details.",Photographer Unidentified,"Moscow, Idaho",46.737867,-117.002786,1910,1915,Image;StillImage,image/jpeg,Idaho National Harvester Company; Concrete buildings; Combines; Moscow; Idaho;,eng,01-03-191.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_191
01_03_192,Inland Empire Hospital,"Inland Empire Hospital image on an envelope postmarked Kendrick, Idaho.  Building is on the southwest corner of First and Jackson Streets in Moscow and was formerly the Moscow Businessmen's Club, then the Elks' Club, Dr. Carithers turned it into a hospital in 1908, followed by Lambda Chi Alpha, and eventually an apartment building.",Photographer Unidentified,"Moscow, Idaho",46.733466,-117.00314,1912,,Image;StillImage,image/jpeg,Inland Empire Hospital; Dr. Carithers Hospital; Moscow; Idaho; ;,eng,01-03-192.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_192
01_03_193,Inland Empire Hospital,"Inland Empire Hospital (also known as Dr. Carithers or Magee hospital) in winter. Building is on the southwest corner of First and Jackson Streets in Moscow and was formerly the Moscow Businessmen's Club, then the Elks' Club, Dr. Carithers turned it into a hospital in 1908, followed by Lambda Chi Alpha, and eventually an apartment building.",Hodgins,"Moscow, Idaho",46.733466,-117.00314,1930,1940,Image;StillImage,image/jpeg,Inland Empire Hospital; Dr. Carithers Hospital; Magee Hospital; Moscow; Idaho;,eng,01-03-193.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_193
01_03_194,Hodgins Drug Store interior,"Hodgins Drug Store, closeup of a man named Ted, with bookshelves behind him",Photographer Unidentified,"Moscow, Idaho",46.732073,-117.001666,1915,1925,Image;StillImage,image/jpeg,Hodgins Drug Store; Bookshelves; Display case; Moscow; Idaho;,eng,01-03-194.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_194
01_03_195,Hodgins Drug and Book Store,"Hodgins Drug and Book Store, exterior, showing two display windows which advertise Kodaks and magazines.",Photographer Unidentified,"Moscow, Idaho",46.732073,-117.001666,1915,1925,Image;StillImage,image/jpeg,Hodgins Drug Store; Kodak; Magazines; Moscow; Idaho;,eng,01-03-195.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_195
01_03_196,Hodgins Drug Store interior,"Hodgins Drug Store interior, Bob Neale (?) standing behind counter.  Photo shows merchandise in display case and on shelves behind the man holding a flag. ",Photographer Unidentified,"Moscow, Idaho",46.732073,-117.001666,1915,1925,Image;StillImage,image/jpeg,Hodgins Drug Store; Display case; Medicine; Moscow; Idaho;,eng,01-03-196.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_196
01_03_197,Hodgins Drug Store interior,Hodgins Drug Store interior showing man (Ted?) on phone and stairs going up to the music department.,Photographer Unidentified,"Moscow, Idaho",46.732073,-117.001666,1915,1925,Image;StillImage,image/jpeg,Hodgins Drug Store; Stairway; Telephone; Moscow; Idaho;,eng,01-03-197.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_197
01_03_198,Hodgins Drug Store interior,"R Hodgins Drug Store interior, showing much of the store's products and layout.  They carried university textbooks and supplies, cameras, photo equipment, picture framing, music, records, pianos, and cosmetics.",Photographer Unidentified,"Moscow, Idaho",46.732073,-117.001666,1910,1920,Image;StillImage,image/jpeg,Hodgins Drug Store; Lighting fixtures; Display cases; Moscow; Idaho;,eng,01-03-198.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_198
01_03_199,M. R. Rawson Lumber Company,M. R. Rawson Lumber Company planing mill,Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1885,,Image;StillImage,image/jpeg,planing mill; Troy; Idaho; ; ;,eng,01-03-199.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_199
01_03_200,Hodgins Drug Store interior with employees,"Hodgins Drug Store interior, employees (Sisters Nell Robbins And Rose Hawks) sitting at a counter ",Photographer Unidentified,"Moscow, Idaho",46.732073,-117.001666,1915,1925,Image;StillImage,image/jpeg,Hodgins Drug Store; women employees; Moscow; Idaho; Nell Robbins; Rose Hawks,eng,01-03-200.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_200
01_03_201,Builders & Growers Supply Company,"Builders and Growers Supply Company was located on the south side of the Troy Highway at the south end of Washington Street. Owned by Kenneth Anderson and puchased by Washburn-Wilson Seed Company in the fall of 1945, it was converted into a modern seed pea processing plant in 1946 and purchased by Carl Eisinger on March 1, 1961. The building was destroyed by fire on April 28, 1962.",Photographer Unidentified,"Moscow, Idaho",46.725975,-117.000049,1940,,Image;StillImage,image/jpeg,Builders and Growers Supply Company; Elevator; Seed pea processing; Truck; Grain; Moscow,eng,01-03-201.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_201
01_03_202,Carter Drug Store,"Carter Drug Store exterior, displaying signs, magazine rack and what appears to be a scale",Photographer Unidentified,"Moscow, Idaho",46.731995,-117.001206,1925,1935,Image;StillImage,image/jpeg,Carter Drug Store; Moscow; Idaho; ; ;,eng,01-03-202.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_202
01_03_203,Carter's Drug Store,"Carter's Drug Store, showing awning, sign, display windows and two men outside on the sidewalk.",Photographer Unidentified,"Moscow, Idaho",46.731995,-117.001206,1935,1945,Image;StillImage,image/jpeg,Carter's Drug Store; Moscow; Idaho; ; ;,eng,01-03-203.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_203
01_03_204.1,Northwestern Marble and Granite Works interior,"Northwestern Marble and Granite Works interior showing monument showroom, George H. Moody, proprietor",Photographer Unidentified,"Moscow, Idaho",46.73168,-117.002915,1903,1910,Image;StillImage,image/jpeg,George Moody; Marble monuments; Northwestern Marble & Granite Works; Moscow; Idaho;,eng,01_03_204.1.jpg,,01_03_204.1
01_03_204.2,Northwestern Marble and Granite Works exterior,"Northwestern Marble and Granite Works, exterior showing George H. Moody, proprietor, with workmen posing. The building was built in 1903 on Jackson Street at the end of 4th Street",Photographer Unidentified,"Moscow, Idaho",46.73168,-117.002915,1903,1910,Image;StillImage,image/jpeg,George Moody; Marble monuments; Northwestern Marble & Granite Works; Workers; ;,eng,01_03_204.2.jpg,,01_03_204.2
01_03_206,Neely and Sons car dealership,"Neely & Sons car dealership, south side of 4th Street between Main and Jackson Streets.  The business sold Hudsons and Studebakers.",Photographer Unidentified,"Moscow, Idaho",46.731638,-117.002399,1930,1940,Image;StillImage,image/jpeg,Neely & Sons; Cars; Fourth Street; Moscow; Idaho;,eng,01_03_206.jpg,,01_03_206
01_03_207,Carithers Hospital,"Postcard of Carithers Hospital at the southwest corner of First and Jackson. It was also known as Inland Empire or Magee hospital. Building was formerly the Moscow Businessmen's Club, then the Elks' Club, Dr. Carithers turned it into a hospital in 1908, followed by Lambda Chi Alpha, and eventually an apartment building.",Photographer Unidentified,"Moscow, Idaho",46.733586,-117.002877,1910,1920,Image;StillImage,image/jpeg,Dr. Carithers Hospital; Inland Empire Hospital; Dr. Magee; Moscow; Idaho;,eng,01_03_207.jpg,,01_03_207
01_03_208,Hotel Moscow,"Hotel Moscow postcard with postmark Jun 5, 1912 and message from ""Maude""",Photographer Unidentified,"Moscow, Idaho",46.731832,-117.001588,1912,,Image;StillImage,image/jpeg,Hotel Moscow; Hodgins Drug; Awnings; Brick buildings; Moscow; Idaho,eng,01_03_208.jpg,,01_03_208
01_03_209,"The Idaho Brewing Company, Schober Brewery","Schober Brewery, or The Idaho Brewing Company as indicated on the building sign, built in 1892, later became the vinegar plant on Main and C Streets. Horses, buggies and men are posing in front of the building. One wagon has a cover labeled Artificial Ice.  Black smoke is pouring out of the chimney.  The building burned down in 1956.  For more information, see book A Great Good Country, p. 6.",Fortin,"Moscow, Idaho",46.73598,-117.001341,1892,,Image;StillImage,image/jpeg,Schober Brewery; Vinegar plant; Brick buildings; Horse and buggy; Artificial ice; Moscow,eng,01_03_209.jpg,,01_03_209
01_03_210,Elk's Lodge,"Elks Lodge (B.P.O.E.) at 112 N. Main Street, built in 1905.  See book A Great Good Country for more details.",Photographer Unidentified,"Moscow, Idaho",46.734084,-117.001242,1905,1915,Image;StillImage,image/jpeg,Elks Club; Wooden sidewalk; Unpaved street; Moscow; Idaho;,eng,01_03_210.jpg,,01_03_210
01_03_212,Idaho National Harvester Co.,"Idaho National Harvester Company, northwest corner of D and Main (later Rosauer's lot). The photo shows combines and a sign for the office building",Photographer Unidentified,"Moscow, Idaho",46.737836,-117.001786,1910,1920,Image;StillImage,image/jpeg,Idaho National Harvester Co.; Combines; Moscow; Idaho; ;,eng,01_03_212.jpg,,01_03_212
01_03_213,Inland Motor Freight (City Transfer and Storage),"Inland Motor Freight (City Transfer & Storage) showing trucks in front of depot.  Looking east between Main and Jackson, with the fire station on the left.  Carl Smith was the proprietor and also Moscow fire chief for many years.",Photographer Unidentified,"Moscow, Idaho",46.730109,-117.004548,1930,1935,Image;StillImage,image/jpeg,Inland Motor Freight; City Transfer and Storage; Fire station; Trucks; Moscow; Idaho,eng,01_03_213.jpg,,01_03_213
01_03_214,Shorty's Place,"Shorty's Place, also known as Shorty's Pool Hall, 206 South Main.   Photo was taken after the annual pea feed that Washburn Wilson Company put on at the Grange Hall.  After lunch the farmers came over to visit the pool hall at about 2 pm. Man in a white shirt in the center of the photo is C. J. ""Bud"" O'Connor, owner.",Charles Dimond,"Moscow, Idaho",46.732859,-117.001245,1931,,Image;StillImage,image/jpeg,Shorty's Place; Bar; Bud O'Connor; Moscow; Idaho;,eng,01_03_214.jpg,,01_03_214
01_03_215,Coal Shed and Latah County Grain Growers Elevator,Coal shed and Latah County Grain Growers elevator.  This coal shed was later painted in 1985 with a mural for the Moscow Renaissance Fair.,David Boyd,"Moscow, Idaho",46.72977,-117.003071,1983,,Image;StillImage,image/jpeg,Coal shed; Grain elevators; Latah County Grain Growers; Railroad tracks; Wooden building; Moscow,eng,01_03_215.jpg,,01_03_215
01_03_216,Whittier & NW Seed Company elevators,L.M. Whittier/Northwest Seed Company/Latah County Grain Growers grain elevator that was demolished in 1986,David Boyd,"Moscow, Idaho",46.732388,-117.000168,1983,,Image;StillImage,image/jpeg,Grain elevators; Latah County Grain Growers; L.M. Whittier; Northwest Seed Company; Moscow; Idaho,eng,01_03_216.jpg,,01_03_216
01_03_217,Demolition of L.M. Whittier & NW Seed elevators,L. M. Whittier and Northwest Seed Elevators being demolished,David Boyd,"Moscow, Idaho",46.732388,-117.000168,1986,,Image;StillImage,image/jpeg,Grain elevators; Latah County Grain Growers; L.M. Whittier; Northwest Seed Company; Demolition; Moscow,eng,01_03_217.jpg,,01_03_217
01_03_218,Demolition of L.M. Whittier & NW Seed elevators,Whittier and Northwest Seed Elevators being demolished,David Boyd,"Moscow, Idaho",46.732388,-117.000168,1986,,Image;StillImage,image/jpeg,Grain elevators; Latah County Grain Growers; L.M. Whittier; Northwest Seed Company; Demolition; Moscow,eng,01_03_218.jpg,,01_03_218
01_03_219,Crites Seed Warehouse,Crites Seed Warehouse that was demolished in 1984,David Boyd,"Moscow, Idaho",46.727597,-117.002684,1983,,Image;StillImage,image/jpeg,Grain elevators; Crites Seed; Railroad; Moscow; Idaho;,eng,01_03_219.jpg,,01_03_219
01_03_220,Union Pacific Freight Depot,"Union Pacific Freight Depot, photo taken in 1983, demolished in 1984.  ",David Boyd,"Moscow, Idaho",46.728105,-117.003372,1983,,Image;StillImage,image/jpeg,Union Pacific; Depot; Railroad; Trains; Moscow; Idaho,eng,01_03_220.jpg,,01_03_220
01_03_221,Union Pacific Freight Depot,"Union Pacific Freight Depot, showing grain elevators in background",David Boyd,"Moscow, Idaho",46.728105,-117.003372,1983,,Image;StillImage,image/jpeg,Union Pacific; Depot; Railroad; Trains; Grain elevators; Moscow,eng,01_03_221.jpg,,01_03_221
01_03_223,Jerry 's,"Jerry's confectionary and newsstand at 112 E. Third St, next to alley across from Davids' Store.  Jerry Gelwick, owner. Seven people are posing in front of the store; the woman in a white apron may be Iva Gelwick. See book A Great Good Country, p. 42 for description and also Gelwick archives at Latah County Historical Society. ",Photographer Unidentified,"Moscow, Idaho",46.732498,-117.000661,1930,1940,Image;StillImage,image/jpeg,Jerry's; Newsstand; Confectionary; Jerry Gelwick; Iva Gelwick; Moscow,eng,01_03_223.jpg,,01_03_223
01_03_224,The Natatorium,"Natatorium, November 7, 1936, at 500 South Asbury Street, Moscow's first swimming pool.  For more information, see book A Great Good Country, p. 57.",Photographer Unidentified,"Moscow, Idaho",46.730862,-117.005136,1936,,Image;StillImage,image/jpeg,Natatorium; Swimming pool; Moscow; Idaho; ;,eng,01_03_224.jpg,,01_03_224
01_03_225,Golden Rule Store,"Interior of Golden Rule Store at 408 S. Main, which later became the 10th store of J.C. Penney chain stores.",Photographer Unidentified,"Moscow, Idaho",46.731366,-117.001181,1910,1920,Image;StillImage,image/jpeg,Golden Rule; J.C. Penney; General Store; Fabric bolts; Moscow; Idaho,eng,01_03_225.jpg,,01_03_225
01_03_226,"McGregor House, Gritman Hospital","The McGregor House, later the first Gritman Hospital, at 710 South Main.",Photographer Unidentified,"Moscow, Idaho",46.728649,-117.001327,1897,1905,Image;StillImage,image/jpeg,Gritman Hospital; McGregor House; Moscow; Idaho; ;,eng,01_03_226.jpg,,01_03_226
01_03_227,Moscow Hotel,Moscow Hotel at 4th and Main Streets.,Photographer Unidentified,"Moscow, Idaho",46.731847,-117.001656,1900,1910,Image;StillImage,image/jpeg,Moscow Hotel; Brick buildings; Moscow; Idaho; ;,eng,01_03_227.jpg,,01_03_227
01_03_229,Neely & Sons Hudson Dealership,Neely & Sons Hudson Dealership at SE corner of 4th and Jackson,Photographer Unidentified,"Moscow, Idaho",46.731569,-117.002504,1927,,Image;StillImage,image/jpeg,Neeley and Sons; Auto dealership; Hudson; Brick buildings; Gas pump; Moscow,eng,01_03_229.jpg,,01_03_229
01_03_230,Neeley and Sons Garage and Auto Livery,Neely & Sons Garage and Auto Livery on SE corner of 4th and Jackson.  Five cars are parked in front of the brick building.,Photographer Unidentified,"Moscow, Idaho",46.731569,-117.002504,1920,1930,Image;StillImage,image/jpeg,Neeley and Sons; Garage; Auto livery; Brick buildings; Cars; Moscow,eng,01_03_230.jpg,,01_03_230
01_03_231,Color photo of Latah Care Center,"Latah Care Center with fields around it, is the site of early pioneer, William Taylor's, home and property.",Photographer Unidentified,"Moscow, Idaho",46.715624,-117.005939,1986,,Image;StillImage,image/jpeg,Latah Care Center; Nursing home; William Taylor; Moscow; Idaho;,eng,01_03_231.jpg,,01_03_231
01_03_235,Owl Drug interior,"Interior of Owl Drug Store in its last days, with Les Howells at adding machine and R.J. Christianson at the cash register, and customers waiting at counter.",Photographer Unidentified,"Moscow, Idaho",46.731537,-117.001207,1983,,Image;StillImage,image/jpeg,Owl Drug; Pharmacy; Les Howells; R.J. Christianson; Moscow; Idaho,eng,01_03_235.jpg,,01_03_235
01_03_236,J. C. Penney Company,"Exterior of J.C. Penney store at 414 South Main, showing window displays and parking meters.",Photographer Unidentified,"Moscow, Idaho",46.731189,-117.001201,1960,1970,Image;StillImage,image/jpeg,J.C. Penney; Window displays; Parking meters; Moscow; Idaho;,eng,01_03_236.jpg,,01_03_236
01_03_237,Security Furniture and IOOF Building,Security Furniture store in the IOOF Building,Photographer Unidentified,"Moscow, Idaho",46.730456,-117.001612,1960,1970,Image;StillImage,image/jpeg,Security Furniture; IOOF building; Brick buildings; Appliances; Moscow; Idaho,eng,01_03_237.jpg,,01_03_237
01_03_238,Latah County Grain Growers Elevator with star,"An illuminated star on top of the Latah County Grain Growers elevators in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.729601,-117.004691,1980,1985,Image;StillImage,image/jpeg,Grain Elevator; Silo; Idaho; Moscow; ;,eng,01_03_238.jpg,,01_03_238
01_03_239,Ward Paint and Hardware interior,"Ward Paint and Hardware interior, 404 S. Main.  People in picture are Cope Gale, Jr; Kelly Storch; Jeffory Western",Photographer Unidentified,"Moscow, Idaho",46.731503,-117.001211,1980,1985,Image;StillImage,image/jpeg,Ward Paint & Hardware; Cope Gale; Kelly Storm; Jeffory Western; Moscow; Idaho,eng,01_03_239.jpg,,01_03_239
01_03_240,"Appaloosa Horse Club, Inc. and Museum",New site of Appaloosa Horse Club on Moscow-Pullman highway near the state line. Al Jones of Pratt Mayflower Movers carrying a sign on the day they moved from downtown to the new building.,Photographer Unidentified,"Moscow, Idaho",46.732875,-117.03913,1970,1980,Image;StillImage,image/jpeg,Appaloosa Horse Club; Moving; Al Jones; Moscow; Idaho;,eng,01_03_240.jpg,,01_03_240
01_03_241,Bafus Jewelers,"Bafus Jewelers, Dan Bafus pictured with an assortment of watches.  Later Ken's Stationery was in this store at 519 S. Main.",Photographer Unidentified,"Moscow, Idaho",46.730887,-117.001614,1973,,Image;StillImage,image/jpeg,Bafus Jewelers; Dan Bafus; Ken's Stationery; Moscow; Idaho;,eng,01_03_241.jpg,,01_03_241
01_03_242,"3-D Panhandle Gems, Louise Darby owner","Louise Darby (The Garnet Lady) with some of her gems in her business, 3_D Panhandle Gems",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1980,1985,Image;StillImage,image/jpeg,Louise Darby; 3-D Panhandle Gems; Moscow; Idaho; Montana sapphires;,eng,01_03_242.jpg,,01_03_242
01_03_243,Moscow Public Library interior with children at story time,"Story time with many young children sitting, led by Betsy Bybell, at Moscow Public Library",Photographer Unidentified,"Moscow, Idaho",46.733222,-116.998541,1980,1990,Image;StillImage,image/jpeg,Moscow Public Library; Betsy Bybell; Story time; Moscow; Idaho;,eng,01_03_243.jpg,,01_03_243
01_03_244,Moscow Public Library,"New wing of the Moscow Public Library, with young Sara Emery sitting outside on step.",Photographer Unidentified,"Moscow, Idaho",46.733222,-116.998541,1980,1990,Image;StillImage,image/jpeg,Moscow Public Library; New wing; Moscow; Idaho; ;,eng,01_03_244.jpg,,01_03_244
01_03_245,Schnell Tractor Company,"Schnell Tractor Company sales room, 804 S. Main.",Photographer Unidentified,"Moscow, Idaho",46.727904,-117.001117,1947,,Image;StillImage,image/jpeg,Schnell Tractor Company; Allis-Chalmers; Moscow; Idaho; ;,eng,01_03_245.jpg,,01_03_245
01_03_246,Schnell Tractor Company,"Schnell Tractor Company shop at 804 S. Main showing Russell Kelberg, Dick Warnicke and Joe Mengelcamp working on Allis-Chalmers tractors.",Photographer Unidentified,"Moscow, Idaho",46.727904,-117.001117,1947,,Image;StillImage,image/jpeg,Schnell Tractor Company; Allis-Chalmers; Shop; Moscow; Idaho;,eng,01_03_246.jpg,,01_03_246
01_03_247,Johnny's Market and Royal Club Food Store,Johnny's Market and Royal Club Food Store,Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1970,,Image;StillImage,image/jpeg,Johnny's Market; Royal Club Food Store; Moscow; Idaho; ;,eng,01_03_247.jpg,,01_03_247
01_03_248,Chamber of Commerce sign,Chamber of Commerce sign painted on side of building.,Photographer Unidentified,"Moscow, Idaho",46.732482,-117.000995,1970,1980,Image;StillImage,image/jpeg,Chamber of Commerce; Moscow; Idaho; ; ;,eng,01_03_248.jpg,,01_03_248
01_03_249,Shorty's Place,"Shorty's Place, 206 South Main St, July 13, 1931, showing men standing and sitting at tables, some playing cards, pool tables in back. Man in white shirt with tie is C.J. ""Bud"" O'Conner, owner.  After the annual pea feed Washburn-Wilson put on at the grange hall, the farmers came over to visit the pool hall at 2 pm. Some people identified include: Arnold Lyon, Earl Wagner, Henry Knapik, Manson, Ralph Cameron, Tim McGee, Hookey McGee, Gene O'Conner, Joe Tobin, Al Martin, Al Larsen on left side, front to back.  On right side, front to back: Herb Martinson, John Jacksha, Otto Mortenson, Joe McGlaflin, Wagner, Roy Taylor, Ward Gano, John Cleary, C.J. O'Conner, John Chestnut, Glen Peterson, Staley, Ken Wallace, Joe Strang, Frank Modine, A.J. O'Conner,Charles Todd Crew, Fred Goetz, Charles Glasky. Jake Goetz, Phil Ivy",Charles Dimond,"Moscow, Idaho",46.732786,-117.001193,1931,,Image;StillImage,image/jpeg,Shorty's; Pool Hall; Bud O'Connor; Bar; Moscow; Idaho,eng,01_03_249.jpg,,01_03_249
01_03_250,Santa Claus atop the Eggan Building,"Santa on roof of the Eggan Building at the top of a fire escape ladder. Three men in windows of apartments, at southeast corner of 4th and Main Streets",Photographer Unidentified,"Moscow, Idaho",46.73161,-117.001261,1950,1960,Image;StillImage,image/jpeg,Eggan Apartments; Santa; Fire escape; Brick building; Moscow; Idaho,eng,01_03_250.jpg,,01_03_250
01_03_253,Wade's Motel,"Color postcard of Wade's Motel five blocks north of Moscow at the northeast corner of D and Main Streets, owned and operated by Elmer and Don Hingston.  Postmarked July 30, 1964, sent from Roy and Ruth to Oscar and Bertha Young in Nampa, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.737563,-117.001297,1964,,Image;StillImage,image/jpeg,Color postcard; Wade's Motel; Elmer Hingston; Don Hingston; Cars; Moscow,eng,01_03_253.jpg,,01_03_253
01_03_254,Moscow Recycling Center,"Moscow Recycling Center at north end of Jackson Street on the west side, caption on back says Moscow/University of Idaho ""Clean In"" 1970.  ",Photographer Unidentified,"Moscow, Idaho",46.736601,-117.003121,1970,,Image;StillImage,image/jpeg,Recycling Center; Trash; Bins; Water tower; Moscow; Idaho,eng,01_03_254.jpg,,01_03_254
01_03_269,Owl Drug & Ward Paint and Hardware,"Owl Drug and Ward Paint & Hardware, SE Corner Of 4th And Main Streets.  Chevy pickup headed east on 4th Street was a grocery delivery truck, operated by Mr. Steffens, who delivered for several groceries around town.",Photographer Unidentified,"Moscow, Idaho",46.731594,-117.001242,1960,1970,Image;StillImage,image/jpeg,Ward Paint and Hardware; Owl Drug; Mr. Steffens; Cars; Moscow; Idaho,eng,01_03_269.jpg,,01_03_269
01_03_270,Moscow Steam Laundry interior,"Moscow Steam Laundry interior showing women employees at their stations, irons, clothing draped around, man pushing a cart, primitive lighting, wooden floor and ceiling, and windows on both sides of the room.  Located at 623 South Main Street.",Photographer Unidentified,"Moscow, Idaho",46.72945,-117.001589,1905,,Image;StillImage,image/jpeg,Steam Laundry; Irons; Lighting; Clothing; Wooden floor; Women workers,eng,01_03_270.jpg,,01_03_270
01_03_271,Shoe store interior,"Shoe store interior showing shoes in glass display case, shoe boxes, four people in the store.  Aunt Nellie and Uncle Will in caption.",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1890,,Image;StillImage,image/jpeg,Shoe store; Lighting; Moscow; Idaho; ;,eng,01_03_271.jpg,,01_03_271
01_03_272,Moscow Mall exterior,"Moscow Mall main entrance, on the east side of Moscow, Idaho near the Moscow Cemetery",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Flag; Shopping center; Moscow; Idaho;,eng,01_03_272.jpg,,01_03_272
01_03_273,Moscow Mall exterior,"Moscow Mall as seen from the south, showing the Sears store. Located on the east side of Moscow, Idaho near the Moscow Cemetery.",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Flag; Sears; Shopping center; Moscow; Idaho,eng,01_03_273.jpg,,01_03_273
01_03_274,Moscow Mall exterior,"Moscow Mall, facing east, showing cars in the parking lot, main entrance, and the Sears store. Located on the east side of Moscow, Idaho near the Moscow Cemetery",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Flag; Sears; Shopping center; Cars; Moscow,eng,01_03_274.jpg,,01_03_274
01_03_275,Moscow Mall exterior,"Moscow Mall, showing the Safeway store and parking lot.  Photo taken facing southeast. Located on the east side of Moscow, Idaho near the Moscow Cemetery",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Flag; Safeway; Shopping center; Cars; Moscow,eng,01_03_275.jpg,,01_03_275
01_03_276,Moscow Mall exterior from higher vantage point,"Moscow Mall, taken from across the Troy highway (Hwy 8) looking northeast; showing the main entrance, parking lot,Troy highway, railroad next to the Troy highway, and open space and country home in background. Taken in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Troy highway; Cars; Shopping center; Railroad; Jogger,eng,01_03_276.jpg,,01_03_276
01_03_277,Moscow Mall exterior in entirety,"Moscow Mall, seen in its entirety looking northeast.  Shows the land south of the railroad undeveloped with Travois Way and Blaine in center of photo.  The Skattaboe (later Peterson-Kramer) home is in right foreground. Located on the east side of Moscow, Idaho near the Moscow Cemetery",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Troy highway; Skattaboe home; Shopping center; Railroad; Moscow cemetery,eng,01_03_277.jpg,,01_03_277
01_03_278,Moscow Mall sign,"Moscow Mall sign at main entrance.  Located on the east side of Moscow, Idaho near the Moscow Cemetery.",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Sign; Moscow; Idaho; ;,eng,01_03_278.jpg,,01_03_278
